https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=50&h500=%A4%57%BA%D6%A5%FE%B2%79&h501=6128&h502=20190823&h503=83355&h504=%B8%C9%A4%BD%A7%69-%A5%4E%AD%AB%AD%6E%A4%6C%A4%BD%A5%71%A4%5B%BA%D6%BF%B3%B7%7E%AA%D1%A5%F7%A6%B3%AD%AD%A4%BD%A5%71%A4%BD%A7%69%0D%0A%B8%B3%A8%C6%AA%F8%A5%F4%B4%C1%A9%A1%BA%A1%C4%F2%A5%F4&h505=1&pgname=t05st02,上福公司當日重大訊息之詳細內容本資料由(上市公司)上福公司提供序號1發言日期108/08/23發言時間08:33:55發言人黃懷德發言人職稱執行副總發言人電話04-26393103主旨補公告-代重要子公司久福興業股份有限公司公告董事長任期屆滿續任符合條款第6款	事實發生日107/09/21說明1.董事會決議日期或發生變動日期:107/09/212.人員別（請輸入董事長或總經理）:董事長3.舊任者姓名及簡歷:上福全球科技(股)公司代表人：王瑞宏，簡歷：上福全球科技(股)公司董事長4.新任者姓名及簡歷:上福全球科技(股)公司代表人：王瑞宏，簡歷：上福全球科技(股)公司董事長5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、「退休」、「逝世」或「新任」）:任期屆滿6.異動原因:任期屆滿7.新任生效日期:107/09/218.其他應敘明事項:無
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=125&h1250=VHQ-KY&h1251=4803&h1252=20190717&h1253=154258&h1254=%A5%4E%A4%6C%A4%BD%A5%71VHQ+HONG+KONG+HOLDINGS+LIMITED%0D%0A%A8%CC%B8%EA%AA%F7%B6%55%BB%50%A4%CE%AD%49%AE%D1%AB%4F%C3%D2%B3%42%B2%7A%B7%C7%AB%68%B2%C4%A4%47%A4%51%A4%47%B1%F8%0D%0A%B2%C4%A4%40%B6%B5%B2%C4%A4%54%B4%DA%BF%EC%B2%7A%A4%BD%A7%69&h1255=1&pgname=t05st02,VHQ-KY公司當日重大訊息之詳細內容本資料由(上櫃公司)VHQ-KY公司提供序號1發言日期108/07/17發言時間15:42:58發言人劉國華發言人職稱董事長發言人電話26577886主旨代子公司VHQ HONG KONG HOLDINGS LIMITED依資金貸與及背書保證處理準則第二十二條第一項第三款辦理公告符合條款第23款	事實發生日108/07/17說明1.事實發生日:108/07/172.接受資金貸與之:(1)公司名稱:VHQ HONG KONG SEA LIMITED(2)與資金貸與他人公司之關係:本公司同一集團之子公司(3)資金貸與之限額(仟元):1312956(4)原資金貸與之餘額(仟元):452100(5)本次新增資金貸與之金額(仟元):155250(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是(7)迄事實發生日止資金貸與餘額(仟元):607350(8)本次新增資金貸與之原因:營運周轉3.接受資金貸與公司所提供擔保品之:(1)內容:無(2)價值(仟元):04.接受資金貸與公司最近期財務報表之:(1)資本(仟元):40(2)累積盈虧金額(仟元):7685.計息方式:0%6.還款之:(1)條件:無(2)日期:自借款日起三年，循環動用7.迄事實發生日為止，資金貸與餘額(仟元):6073508.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:30.039.公司貸與他人資金之來源:子公司本身10.其他應敘明事項:無
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=rotc&i=230&h2300=%A5%FE%A6%74%A9%FD&h2301=6651&h2302=20190801&h2303=182523&h2304=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%AD%AB%AD%6E%C0%E7%B9%42%A5%44%BA%DE%A4%CE%B5%6F%A8%A5%A4%48%B2%A7%B0%CA&h2305=8&pgname=t05st02,全宇昕公司當日重大訊息之詳細內容本資料由(興櫃公司)全宇昕公司提供序號8發言日期108/08/01發言時間18:25:23發言人陳姿瑜發言人職稱財務主管發言人電話(02)82273827主旨公告本公司重要營運主管及發言人異動符合條款第11款	事實發生日108/08/01說明1.人員變動別（請輸入發言人、代理發言人、重要營運主管、財務主管、會計主管、研發主管或內部稽核主管）:重要營運主管、發言人2.發生變動日期:108/08/013.舊任者姓名、級職及簡歷:重要營運主管:無發言人:陳姿瑜，財務部經理4.新任者姓名、級職及簡歷:重要營運主管:賴博文，管理處協理發言人:賴博文，管理處協理5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」或「新任」）:職務調整6.異動原因:因應公司營運架構，新任管理處協理並兼任發言人職務7.生效日期:108/08/018.新任者聯絡電話:02-8227-38279.其他應敘明事項:  1、本次管理處協理及發言人異動，尚須提報最近期董事會追認。  2、待董事會追認通過後，再依相關規定公告。
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=155&h1550=%A4%B8%A4%D3&h1551=8069&h1552=20191219&h1553=171421&h1554=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%B8%B3%A8%C6%B7%7C%B1%C0%C1%7C%A7%F5%AC%46%A9%FE%A5%FD%A5%CD%BE%E1%A5%F4%B8%B3%A8%C6%AA%F8&h1555=1&pgname=t05st02,元太公司當日重大訊息之詳細內容本資料由(上櫃公司)元太公司提供序號1發言日期108/12/19發言時間17:14:21發言人陳樂群發言人職稱財務長發言人電話03-5643200主旨公告本公司董事會推舉李政昊先生擔任董事長符合條款第6款	事實發生日108/12/19說明1.董事會決議日期或發生變動日期:108/12/192.人員別（請輸入董事長或總經理）:董事長3.舊任者姓名及簡歷:李政昊/元太科技工業股份有限公司 總經理4.新任者姓名及簡歷:李政昊/元太科技工業股份有限公司 董事長5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、「退休」、「逝世」或「新任」）:新任6.異動原因:新任7.新任生效日期:108/12/198.其他應敘明事項:無
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=175&h1750=%A5%7C%BA%FB%AF%E8%B7%7E&h1751=5608&h1752=20190911&h1753=174108&h1754=%A5%BB%A4%BD%A5%71%C1%60%B8%67%B2%7A%A9%50%AD%5E%AE%D4%A5%FD%A5%CD%A6%DB108%A6%7E9%A4%EB20%A4%E9%B0%5F%C3%E3%A5%F4%C1%60%B8%67%B2%7A%C2%BE%B0%C8%A1%43&h1755=2&pgname=t05st02,四維航公司當日重大訊息之詳細內容本資料由(上市公司)四維航公司提供序號2發言日期108/09/11發言時間17:41:08發言人周英朗發言人職稱總經理發言人電話02-87121888主旨本公司總經理周英朗先生自108年9月20日起辭任總經理職務。符合條款第6款	事實發生日108/09/11說明1.董事會決議日期或發生變動日期:108/09/112.人員別（請輸入董事長或總經理）:總經理3.舊任者姓名及簡歷:周英朗，四維航業股份有限公司總經理。4.新任者姓名及簡歷:不適用。5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、「退休」、「逝世」或「新任」）:辭職。6.異動原因:辭職。7.新任生效日期:不適用。8.其他應敘明事項:無。
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=114&h1140=%A5%40%BC%77&h1141=2066&h1142=20190731&h1143=141541&h1144=%A4%BD%A7%69%A5%BB%A4%BD%A5%71108%A6%7E06%A4%EB%A5%F7%A6%DB%B5%B2%A6%58%A8%D6%B0%5D%B0%C8%B3%F8%AA%ED%A4%A7%AC%79%B0%CA%A4%F1%B2%76%A1%42%B3%74%B0%CA%0D%0A%A4%F1%B2%76%A4%CE%AD%74%B6%C5%A4%F1%B2%76&h1145=1&pgname=t05st02,世德公司當日重大訊息之詳細內容本資料由(上櫃公司)世德公司提供序號1發言日期108/07/31發言時間14:15:41發言人顏蘋發言人職稱財務長發言人電話07-7889168主旨公告本公司108年06月份自結合併財務報表之流動比率、速動比率及負債比率符合條款第53款	事實發生日108/07/31說明1.事實發生日:108/07/312.發生緣由:依據櫃買中心107/11/23證櫃監字第1070210256號函辦理。3.財務資訊年度月份:108年06月4.自結流動比率:164.65%5.自結速動比率:76.39%6.自結負債比率:60.63%7.因應措施:無。8.其他應敘明事項:無。
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=130&h1300=%A4%A4%AB%48%AA%F7&h1301=2891&h1302=20191225&h1303=160118&h1304=%A5%4E%A4%6C%A4%BD%A5%71%A4%A4%B0%EA%AB%48%B0%55%B0%D3%B7%7E%BB%C8%A6%E6%A4%BD%A7%69%BC%66%AD%70%A9%65%AD%FB%B7%7C%A6%A8%AD%FB%B2%A7%B0%CA&h1305=3&pgname=t05st02,中信金公司當日重大訊息之詳細內容本資料由(上市公司)中信金公司提供序號3發言日期108/12/25發言時間16:01:18發言人邱雅玲發言人職稱資深副總經理發言人電話(02)3327-7777主旨代子公司中國信託商業銀行公告審計委員會成員異動符合條款第6款	事實發生日108/12/25說明1.發生變動日期:108/12/252.功能性委員會名稱:審計委員會3.舊任者姓名及簡歷:王志誠   中國信託商業銀行(股)公司 獨立董事4.新任者姓名及簡歷:張士傑   中國信託金融控股(股)公司 獨立董事5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任6.異動原因:改派7.原任期（例xx/xx/xx ~ xx/xx/xx）:108/06/14-111/06/138.新任生效日期:109/01/019.其他應敘明事項:無
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=636&h6360=%A4%B8%AC%B2&h6361=3089&h6362=20190812&h6363=182908&h6364=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%B7%73%A5%F4%C1%60%B8%67%B2%7A&h6365=3&pgname=t05st02,元炬公司當日重大訊息之詳細內容本資料由(上櫃公司)元炬公司提供序號3發言日期108/08/12發言時間18:29:08發言人葉明發言人職稱副總經理發言人電話02-87518337主旨公告本公司新任總經理符合條款第6款	事實發生日108/08/12說明1.董事會決議日期或發生變動日期:108/08/122.人員別（請輸入董事長或總經理）:總經理3.舊任者姓名及簡歷:不適用4.新任者姓名及簡歷:曾建銘/本公司董事5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、「退休」、「逝世」或「新任」）:新任6.異動原因:董事會派任。7.新任生效日期:108/08/128.其他應敘明事項:無。
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=162&h1620=%B3%D3%AB%7E&h1621=6556&h1622=20190926&h1623=175212&h1624=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%A9%65%A5%F4%B2%C4%A4%54%A9%A1%C1%7E%B8%EA%B3%F8%B9%53%A9%65%AD%FB%B7%7C%A9%65%AD%FB&h1625=11&pgname=t05st02,勝品公司當日重大訊息之詳細內容本資料由(上櫃公司)勝品公司提供序號11發言日期108/09/26發言時間17:52:12發言人李宏銘發言人職稱總經理發言人電話033628528主旨公告本公司委任第三屆薪資報酬委員會委員符合條款第6款	事實發生日108/09/26說明1.發生變動日期:108/09/262.功能性委員會名稱:薪資報酬委員會3.舊任者姓名及簡歷:獨立董事:蘇英卿(1)新揚聯合會計師事務所合夥 會計師獨立董事:蔡信章(1)信彰法律事務所 主持律師(2)輔仁大學應美系兼任副教授獨立董事:林素卿(1)長興電機股份有限公司顧問(2)高成國際管理顧問有限公司負責人4.新任者姓名及簡歷:獨立董事:蘇英卿(1)新揚聯合會計師事務所合夥 會計師獨立董事:蔡信章(1)信彰法律事務所 主持律師(2)輔仁大學應美系兼任副教授獨立董事:林楷濱(1)晶連(股)公司 董事長(2)瀚崴科技(股)公司 董事長5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:新任6.異動原因:全面改選7.原任期（例xx/xx/xx ~ xx/xx/xx）:107/06/13~110/06/128.新任生效日期:108/09/26~111/09/259.其他應敘明事項:無
https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=183&h1830=%A5%40%AC%C9&h1831=5347&h1832=20191029&h1833=172000&h1834=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%B8%B3%A8%C6%B7%7C%AE%D6%AD%E3%B9%EF%A5%BB%A4%BD%A5%71100%25%AB%F9%AA%D1%A4%6C%A4%BD%A5%71VIS+Associates+%0D%0AInc.%BC%57%B8%EA%AC%FC%AA%F7%B8%76%A5%61%AC%6D%A8%D5%B8%55%A4%B8&h1835=1&pgname=t05st02,世界公司當日重大訊息之詳細內容本資料由(上櫃公司)世界公司提供序號1發言日期108/10/29發言時間17:20:00發言人黃惠蘭發言人職稱財務長發言人電話(03)5770355主旨公告本公司董事會核准對本公司100%持股子公司VIS Associates Inc.增資美金肆仟柒佰萬元符合條款第20款	事實發生日108/10/29說明1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:VIS Associates Inc.普通股2.事實發生日:108/10/29~108/10/293.交易數量、每單位價格及交易總金額:(1)交易數量：47,000股(2)每單位價格：US$1,000(3)交易總金額：US$47,000,0004.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關係人者，得免揭露其姓名）:(1)交易相對人: VIS Associates Inc.(2)與公司之關係:為本公司百分之百持股之子公司5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:現金增資100%持股子公司6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得及處分日期、價格及交易當時與公司之關係:不適用7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權帳面金額:不適用8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明認列情形）:不適用9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:(1)交付或付款條件：依實際狀況完成增資美金肆仟柒佰萬(2)契約限制條款：無(3)其他重要約定事項：無10.本次交易之決定方式、價格決定之參考依據及決策單位:(1)決定方式：依董事會決議(2)價格決定之參考依據：無(3)決策單位：本公司董事會11.取得或處分有價證券標的公司每股淨值:32,254.52元12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股比例及權利受限情形（如質押情形）:(1)目前持有數量：364,000股(2)金額：US$364,000,000(3)持股比率：100%(4)權利受限情形：無13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:(1)有價證券投資(含本次交易)占公司最近期財務報表中總資產之比例：52.69%(2)占公司最近期財務報表歸屬於母公司業主之權益之比例：73.19%(3)最近期財報中營運資金（總資產減總負債）數額: NT$13,841,191K14.經紀人及經紀費用:無15.取得或處分之具體目的或用途:降低外匯避險成本與提高現金收益16.本次交易表示異議董事之意見:無17.本次交易為關係人交易:是18.董事會通過日期:民國108年10月29日19.監察人承認或審計委員會同意日期:民國108年10月29日20.本次交易會計師出具非合理性意見:不適用21.會計師事務所名稱:不適用22.會計師姓名:不適用23.會計師開業證書字號:不適用24.其他敘明事項:無
